refill sound,finger grip,refill longitude,Tilt X,Tilt Y,Tilt Z
2.99107544918562,6.28960213455938,5.7835950250814,5.53702,3.69282,3.98534
3.00106335545562,6.28764792163925,5.78370660528455,5.53702,3.69282,3.98534
3.00093086980901,6.28584590212536,5.78421361032301,5.53702,3.69282,3.98534
2.99161249400089,6.28181547715531,5.78435333957515,5.53702,3.69941,3.97764
3.01842131974476,6.27847841186414,5.78440110252778,5.55352,3.69941,3.97764
3.00233271093254,6.27386444671819,5.78410090139912,5.55352,3.69941,3.97764
3.01246934223057,6.2693889639085,5.78412684646644,5.55352,3.70271,3.97214
2.99614274857116,6.26423692757598,5.7840825042851,5.57111,3.70271,3.97214
3.00080081406226,6.25912640739572,5.78391972396055,5.57111,3.70271,3.97214
3.00174299296014,6.25147906780001,5.78356981360902,5.57111,3.70271,3.97764
3.01551089549717,6.24703315450352,5.7831440422569,5.57771,3.70491,3.97764
2.99717796720955,6.24066168560788,5.78287456523142,5.57771,3.70491,3.97764
2.99275509341661,6.23320490343911,5.78248644759808,5.57771,3.70491,3.97764
2.99896058883505,6.22773916715457,5.78196843296935,5.57881,3.70051,3.97324
3.01298399751136,6.22148859509742,5.78157304972182,5.57881,3.70051,3.97324
2.99753560531943,6.2159599540671,5.78107082826487,5.57881,3.70051,3.97324
2.99914530552399,6.21063892504422,5.78029504519575,5.58651,3.69611,3.97104
3.00841278570817,6.20542914448367,5.77988101461469,5.58651,3.69611,3.97104
3.00168137134586,6.20066053098479,5.77937046588444,5.58651,3.69611,3.97104
3.01969484318844,6.19776176004208,5.77927160134492,5.58651,3.69501,3.96884
2.99467251303642,6.1933656070808,5.77867043835168,5.58321,3.69501,3.96884
3.01065682572875,6.1909262090489,5.7783059392929,5.58321,3.69501,3.96884
2.99232829686724,6.18932467792676,5.77808436658637,5.58321,3.69282,3.96884
2.98806212032886,6.1876864596359,5.77808653394191,5.57111,3.69282,3.96884
2.99792243117229,6.18664972104487,5.77793003074024,5.57111,3.69282,3.96884
3.01838594401143,6.18629908017125,5.77783336916441,5.57111,3.69282,3.97874
3.00519113050864,6.18641482273352,5.77787332345919,5.55572,3.69391,3.97874
3.0118012126984,6.18713593811488,5.77777870896968,5.55572,3.69391,3.97874
2.99376809420219,6.18799378578096,5.7781746751733,5.55572,3.69391,3.97874
3.00509537891287,6.18793496517832,5.77827245234592,5.54692,3.68622,3.98864
3.00302978901534,6.1900489562896,5.77877957152869,5.54692,3.68622,3.98864
3.00338594049589,6.19129695324794,5.77890792366457,5.54692,3.68622,3.98864
3.00075430919007,6.19210529813053,5.7794029063279,5.55682,3.68292,3.99304
2.99960175260674,6.19446774394893,5.77944360282306,5.55682,3.68292,3.99304
3.00253687912442,6.19611573494192,5.78012727435747,5.55682,3.68292,3.99304
2.99520534851273,6.19757257889026,5.78054140765022,5.55682,3.68072,3.98644
3.01080439996545,6.19966505826386,5.78068225403726,5.57001,3.68072,3.98644
3.00909157920974,6.20143575282665,5.78068368551057,5.57001,3.68072,3.98644
3.00887478151002,6.20348864963744,5.78102574627433,5.57001,3.67852,3.98424
2.99069570056573,6.20646660942822,5.78120125622746,5.57661,3.67852,3.98424
3.0049171944195,6.20743845654276,5.78130267459466,5.57661,3.67852,3.98424
3.00325388079927,6.20955770177396,5.78139937848827,5.57661,3.67742,3.99743
3.00860754745207,6.21282947871114,5.78132921207454,5.57551,3.67742,3.99743
2.99964800995015,6.21419370996085,5.7815172547644,5.57551,3.67742,3.99743
2.99459431869039,6.2162401943959,5.78119245232691,5.57551,3.67742,3.99743
3.00241807123925,6.21776441952641,5.78134934078842,5.57111,3.67522,4.01833
3.00869524196091,6.21883097243261,5.7810852595806,5.57111,3.67522,4.01833
3.00634208825133,6.22019381425602,5.78079380273417,5.57111,3.67522,4.01833
2.99813608434193,6.22086606585439,5.78033162544899,5.55792,3.66972,4.03812
3.00695887706311,6.22000569529204,5.78008877973512,5.55792,3.66972,4.03812
2.99678524556354,6.22033529542241,5.77986536398202,5.55792,3.66972,4.03812
3.01442922935315,6.21937040916489,5.77981875187395,5.56122,3.67192,4.04032
2.99326557731146,6.21626759648127,5.77932220733706,5.56122,3.67192,4.04032
3.01707276668208,6.21519773379648,5.77912256783131,5.56122,3.67192,4.04032
2.99386699423008,6.21248066718372,5.77880542747427,5.56122,3.67632,4.02603
2.98820844836244,6.21000510217084,5.77861929496518,5.57441,3.67632,4.02603
2.99917349131023,6.2067851951602,5.77848127197416,5.57441,3.67632,4.02603
3.01443444530335,6.20367911394778,5.77827120905738,5.57441,3.68622,4.01173
3.01124570785822,6.2002335943495,5.77823369163486,5.58871,3.68622,4.01173
3.0070382988416,6.19793245362346,5.77813626305055,5.58871,3.68622,4.01173
2.9993149638295,6.19416316273674,5.77812508032096,5.58871,3.68622,4.01173
3.0033179006326,6.19090360697187,5.77827609007878,5.59531,3.69941,4.01173
2.99770169407204,6.18898242019507,5.77867212198873,5.59531,3.69941,4.01173
2.99714481982628,6.18573625539348,5.77869044795792,5.59531,3.69941,4.01173
3.01055575191785,6.18384606588307,5.77904690699328,5.60521,3.70601,4.00403
2.9927249380267,6.18139778192949,5.7791234886363,5.60521,3.70601,4.00403
3.00652119878996,6.18027646506396,5.77965521842517,5.60521,3.70601,4.00403
3.00160171119973,6.17834097323005,5.78008833476064,5.59971,3.69611,4.00183
3.00673684212024,6.17750137038896,5.78022723993399,5.59971,3.69611,4.00183
3.01532790665399,6.17527940264775,5.78036029899847,5.59971,3.69611,4.00183
3.00225603316358,6.17537924384605,5.78063055077317,5.59971,3.68512,3.99853
2.99124416681161,6.17471380218867,5.78099697444507,5.60301,3.68512,3.99853
3.00559640991876,6.17324547507239,5.78114541601798,5.60301,3.68512,3.99853
2.99731365084581,6.17347549852412,5.78137252267199,5.60301,3.68182,3.99853
3.00509893943651,6.17348177670059,5.78138071576478,5.6118,3.68182,3.99853
3.00411576500956,6.17387639803346,5.7814783597064,5.6118,3.68182,3.99853
2.99929813552441,6.17456774197822,5.78117380674359,5.6118,3.68182,3.99853
3.00555627131229,6.17594776690468,5.78137983529889,5.60521,3.67852,4.00623
3.00586495284169,6.17671471176633,5.78114016797118,5.60521,3.67852,4.00623
3.00008965099278,6.17990070926413,5.78101453579123,5.60521,3.67852,4.00623
3.00911950238411,6.18123957120765,5.78064328604586,5.6074,3.67742,4.01393
3.00500354488067,6.18404356337051,5.78028763170936,5.6074,3.67742,4.01393
2.99557545874319,6.18736565376514,5.780209456384,5.6074,3.67742,4.01393
3.00580062081554,6.18980712790257,5.78009876041148,5.6063,3.67962,4.02713
2.99440707938259,6.19318971083243,5.77972311475234,5.6063,3.67962,4.02713
3.0161417087854,6.19649792849576,5.77946359173771,5.6063,3.67962,4.02713
2.99793563922451,6.19963653972168,5.77919478195171,5.6063,3.68182,4.04142
2.98943719810877,6.20313002861135,5.77878853171233,5.6063,3.68182,4.04142
3.00275065714087,6.20606626932243,5.77879377399162,5.6063,3.68182,4.04142
3.01352601027068,6.20747301342173,5.77844235294542,5.6063,3.68842,4.04912
3.01360820795226,6.21083916360567,5.77846270236716,5.59641,3.68842,4.04912
3.00385807768004,6.21250057795276,5.77831640096918,5.59641,3.68842,4.04912
2.99841919447068,6.21320330395093,5.77821184847698,5.59641,3.68842,4.04912
2.99852116834232,6.21447606298845,5.77832520898562,5.59751,3.69501,4.05022
2.99123718494852,6.21498418731812,5.77861997823355,5.59751,3.69501,4.05022
3.00341213944299,6.21469359750556,5.77864573452282,5.59751,3.69501,4.05022
3.01206558033791,6.21467372618898,5.77886214644615,5.58651,3.68622,4.06122
2.99847884776898,6.21391196920198,5.77880259930417,5.58651,3.68622,4.06122
3.01486956909894,6.21331183489422,5.77921035991498,5.58651,3.68622,4.06122
2.99491252991023,6.21266596339606,5.77947303549629,5.57771,3.67522,4.06232
2.99954379757428,6.21082945389583,5.77956414346322,5.57771,3.67522,4.06232
3.01789105542113,6.20893304560127,5.7799395026812,5.57771,3.67522,4.06232
3.00097229254049,6.20820792463672,5.78011693832913,5.57771,3.67412,4.04802
2.99045483535404,6.20628050463281,5.78043601673586,5.58101,3.67412,4.04802
3.0000426003045,6.20425426797579,5.78069153427119,5.58101,3.67412,4.04802
3.00283823183047,6.20225106246349,5.78112745173894,5.58101,3.67742,4.02713
3.00259504326085,6.19978519363557,5.78121861342886,5.58651,3.67742,4.02713
3.01003536203881,6.19771351937685,5.78141866645858,5.58651,3.67742,4.02713
3.00119125555959,6.19526930449589,5.78129804450519,5.58651,3.67742,4.02163
3.00958031734906,6.19215965492939,5.78162523575397,5.59091,3.67192,4.02163
2.99691659330256,6.18999852205049,5.78161003385563,5.59091,3.67192,4.02163
3.00283483742925,6.18732624655337,5.78165636508837,5.59091,3.67192,4.02163
3.00592035314827,6.18351075611923,5.78147352685926,5.58101,3.66202,4.01833
3.01077575840944,6.18138116755498,5.78135986428205,5.58101,3.66202,4.01833
2.99561799070263,6.17879434040712,5.78140202587732,5.58101,3.66202,4.01833
2.99452416166179,6.17624131105168,5.78136455453221,5.57991,3.65652,4.01283
2.99575293203863,6.17379006037011,5.78125912007874,5.57991,3.65652,4.01283
3.01820213060435,6.17203180597163,5.78109192855003,5.57991,3.65652,4.01283
2.99583029246717,6.17067372648928,5.7809119598614,5.58101,3.65982,4.01063
2.99898551179817,6.17074180237181,5.78042950228481,5.58101,3.65982,4.01063
3.01350647188947,6.16981038180826,5.78045469879785,5.58101,3.65982,4.01063
2.99849701579004,6.16962106862018,5.78014600226901,5.58101,3.66532,4.01723
3.01570962989584,6.17120789613575,5.78033639360024,5.57221,3.66532,4.01723
2.99952265361578,6.17178692190257,5.78019107353874,5.57221,3.66532,4.01723
3.00398117175911,6.17356474035436,5.77998513585879,5.57221,3.66532,4.02713
2.99072520359194,6.17505384262567,5.7800962622551,5.56562,3.66862,4.02713
2.99616572988311,6.17707525523759,5.78026714186984,5.56562,3.66862,4.02713
3.00284897797148,6.17917724562681,5.78039567584408,5.56562,3.66862,4.02713
3.01143891556706,6.1814903996141,5.78043189998531,5.57881,3.67412,4.02383
3.00012073094461,6.18248003451885,5.78051594743367,5.57881,3.67412,4.02383
3.01445091491305,6.18534511065256,5.7807340718155,5.57881,3.67412,4.02383
2.99501077553446,6.18666036721013,5.78100983822982,5.57661,3.67962,4.02713
3.0035401624478,6.18697921950981,5.78123053842621,5.57661,3.67962,4.02713
3.01055327273527,6.18813960225049,5.78166640535477,5.57661,3.67962,4.02713
3.00378207535059,6.18835007225751,5.78183427134404,5.56342,3.67632,4.03152
2.99870610741698,6.18839517965409,5.78216750627762,5.56342,3.67632,4.03152
2.99395818837051,6.18779879577049,5.78221012120161,5.56342,3.67632,4.03152
3.00112275608258,6.18711150693079,5.78266556450841,5.56342,3.68182,4.01943
2.99033482324296,6.18583699493189,5.78301638246089,5.55462,3.68182,4.01943
3.01911324106523,6.18570387125497,5.78298644254804,5.55462,3.68182,4.01943
3.00775192065819,6.18350543938988,5.7827120471041,5.55462,3.68182,4.01393
3.01289129597806,6.18246216462788,5.78296447932518,5.54912,3.68292,4.01393
2.99559093643284,6.1812548659706,5.78301671420654,5.54912,3.68292,4.01393
2.99856528813825,6.17930375426393,5.78282450251882,5.54912,3.68292,4.01393
3.00240666087135,6.17720267331478,5.78286068992933,5.55792,3.69062,3.99523
3.00785482799943,6.17578158896514,5.78257193637467,5.55792,3.69062,3.99523
3.00266410058441,6.17386244225818,5.78240307456463,5.55792,3.69062,3.99523
2.98981155065802,6.17190942231978,5.78215243941442,5.57001,3.70051,3.97764
2.99985355273558,6.16997889289266,5.78200569579097,5.57001,3.70051,3.97764
3.01136766929259,6.16671602212089,5.78165152558599,5.57001,3.70051,3.97764
3.00324832584032,6.1651601032261,5.78129464650884,5.58211,3.70491,3.98314
3.00845017590884,6.16272037969541,5.78073046811311,5.58211,3.70491,3.98314
3.0057199041145,6.15921569044362,5.78048048428329,5.58211,3.70491,3.98314
2.99841638842738,6.15691903159302,5.78007289783624,5.58321,3.69611,3.99304
3.00622526661102,6.15385231323678,5.78014151972388,5.58321,3.69611,3.99304
2.99455283948593,6.15034694777455,5.77970485038391,5.58321,3.69611,3.99304
3.0152179448351,6.14761784981968,5.77946899214739,5.58321,3.69611,3.99084
3.00088867239858,6.14479175891986,5.77931626101571,5.59201,3.69282,3.99084
2.98220339680972,6.14214411510699,5.77925113972948,5.59201,3.69282,3.99084
2.99989952950662,6.14034098391691,5.77933214075787,5.59201,3.69282,3.99084
3.01960392459831,6.13795368381914,5.77924185089904,5.59421,3.69831,3.98204
3.01232547683885,6.13668033265344,5.77938802793674,5.59421,3.69831,3.98204
2.99926508036427,6.13670486786214,5.77937524065971,5.59421,3.69831,3.98204
3.00175729755941,6.1359680240148,5.77974096990236,5.58211,3.69501,3.97544
2.99843766515907,6.13629133251389,5.7800250981203,5.58211,3.69501,3.97544
2.99813665951784,6.13731126966008,5.78062022816295,5.58211,3.69501,3.97544
3.00951036843626,6.13903789126298,5.78101636821329,5.56672,3.68512,3.97104
3.00423614860295,6.14151697936408,5.78146691739086,5.56672,3.68512,3.97104
2.99915592951093,6.14433377624644,5.78167500283427,5.56672,3.68512,3.97104
2.99837015394069,6.14745415047873,5.78224170745632,5.55242,3.66862,3.97324
2.99564953991498,6.1521722347808,5.78303286087657,5.55242,3.66862,3.97324
3.01305850301755,6.15707561064165,5.78310681376063,5.55242,3.66862,3.97324
3.01280617561414,6.16148966822285,5.78320344506014,5.55242,3.66862,3.97874
3.01028439076829,6.16800569137044,5.78345596451442,5.53812,3.65323,3.97874
2.98759267175621,6.17411012804104,5.78365762034743,5.53812,3.65323,3.97874
3.00281419836047,6.18050694430855,5.78392206251767,5.53812,3.65323,3.97874
2.99833599539543,6.18716663146736,5.78395320535624,5.54142,3.64553,3.98644
3.00525682579124,6.19478360181565,5.78390702173132,5.54142,3.64553,3.98644
3.00627551922877,6.20180250414806,5.78376113382664,5.54142,3.64553,3.98644
2.99610721409592,6.20991415208877,5.7832286221565,5.54912,3.64883,3.99633
3.00373498938165,6.21701108687735,5.78320327024165,5.54912,3.64883,3.99633
3.00832078045023,6.22385620874247,5.7828404491447,5.54912,3.64883,3.99633
3.00405125135924,6.23190426452946,5.78239866337968,5.54582,3.65543,4.00733
3.00389186503468,6.23784074038021,5.78163693951322,5.54582,3.65543,4.00733
3.0072449633683,6.24452204630794,5.78118048397909,5.54582,3.65543,4.00733
2.99950770522055,6.24982145524548,5.78082418446991,5.54362,3.65762,4.01283
2.999337657154,6.25481316282885,5.78049012038913,5.54362,3.65762,4.01283
2.99449477339404,6.25822859412275,5.77998986333744,5.54362,3.65762,4.01283
3.01841771949647,6.26179183708583,5.77951376250812,5.54362,3.65762,4.01943
3.00674439988813,6.2633722218564,5.77898290477579,5.54362,3.66312,4.01943
2.97545385919976,6.26538923134201,5.77867453121181,5.54362,3.66312,4.01943
3.00134055558676,6.26572271759135,5.77846286409114,5.54362,3.66312,4.01943
3.01503894523104,6.26465227200565,5.77821960556387,5.54692,3.67192,4.00623
3.0194010493804,6.26399254097189,5.77819367106756,5.54692,3.67192,4.00623
3.00968204687501,6.26184111566128,5.77802461555726,5.54692,3.67192,4.00623
2.9927531301677,6.25928300990388,5.77797817217782,5.55682,3.68182,3.98644
2.99934906756553,6.25648071180807,5.77810356925174,5.55682,3.68182,3.98644
2.99049194970277,6.25318514108334,5.77860109497241,5.55682,3.68182,3.98644
3.00048901879743,6.2489944443243,5.77866597759983,5.56342,3.68842,3.98204
3.0159466914542,6.24621888028735,5.77895715906039,5.56342,3.68842,3.98204
2.99525422428591,6.24187040560486,5.77896647051432,5.56342,3.68842,3.98204
3.0116060317778,6.23821440766318,5.7793290682984,5.56452,3.69391,3.97984
2.99306317361443,6.23502069985089,5.77983041109537,5.56452,3.69391,3.97984
3.0096300371657,6.23095361849005,5.78002747121655,5.56452,3.69391,3.97984
3.01291488478462,6.22736511951814,5.78031340598674,5.56452,3.69391,3.97764
3.00842244624294,6.22428307764654,5.78063476740393,5.56891,3.70601,3.97764
2.98742146031314,6.2206973655181,5.78101413355231,5.56891,3.70601,3.97764
2.99580783504024,6.21692148291893,5.7811898628078,5.56891,3.70601,3.97984
2.99994273320961,6.21350158680128,5.781459201103,5.57001,3.71371,3.97984
3.00496836619822,6.2090914455077,5.78170887147174,5.57001,3.71371,3.97984
3.00847223943745,6.20610003705982,5.78178885572491,5.57001,3.71371,3.97984
3.00486357032647,6.20230969456093,5.78143162704608,5.57551,3.70711,3.98864
3.01055249602035,6.19816087124952,5.7816075991181,5.57551,3.70711,3.98864
2.99992598900645,6.19465777369677,5.78166867382825,5.57551,3.70711,3.98864
2.99737321834931,6.1907982617076,5.78143341896587,5.58871,3.69831,3.99084
3.00895076468531,6.18681747055091,5.78111701651089,5.58871,3.69831,3.99084
3.00890415642036,6.18351833455966,5.78064579015921,5.58871,3.69831,3.99084
2.99185708078565,6.18049083346209,5.7805104892171,5.59641,3.68622,3.99853
2.99514184117164,6.17726929506229,5.78040004197099,5.59641,3.68622,3.99853
2.99309606463591,6.17502564976936,5.77989433068331,5.59641,3.68622,3.99853
3.01897314084845,6.17276099629467,5.77951816235938,5.59641,3.68622,3.99743
3.00956438776242,6.17084638881752,5.77909125967524,5.60411,3.67522,3.99743
2.99764724728303,6.17045753824768,5.7785225775203,5.60411,3.67522,3.99743
3.00495706232261,6.16938436728992,5.77821499250125,5.60411,3.67522,3.99523
3.0038244266832,6.168914344317,5.77761138604979,5.59641,3.67632,3.99523
3.00769657158162,6.16931867753267,5.77754677567387,5.59641,3.67632,3.99523
2.99622105788293,6.16952198157184,5.77700395160673,5.59641,3.67632,3.99523
3.00367096080845,6.17087189270148,5.77677477580882,5.58981,3.68732,3.98754
3.0038086164955,6.17209647280876,5.77654065173714,5.58981,3.68732,3.98754
2.99205827787688,6.17319143261654,5.77665727155606,5.58981,3.68732,3.98754
2.99705957685976,6.17489695586582,5.77660673711652,5.58321,3.68402,3.99743
3.01817772478259,6.17710280615584,5.77651477958534,5.58321,3.68402,3.99743
3.00288859701186,6.17841528532607,5.77638974356583,5.58321,3.68402,3.99743
3.01239600007457,6.18101064155199,5.77665002537061,5.57221,3.67522,4.00733
2.99244725080052,6.18276697470032,5.77683490400224,5.57221,3.67522,4.00733
2.99332082782154,6.18475565351713,5.77702343466763,5.57221,3.67522,4.00733
